ID,Type,variable,value
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137985,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093395,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093395,-0.8798896898786354
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093395,-0.264065539253293
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093395,1.4385071124755866
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093395,-0.2945518833436585
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093395,-0.7077816303152217
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093395,-0.305917665994823
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093395,-0.8121701956517935
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093395,-0.6159650538963469
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093395,-0.3256479543158291
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630244,-1.3289830890028191
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630244,-0.2836207338188229
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630244,0.0085973049231338
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630244,1.460361391013485
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630244,0.143645126885025
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630244,-1.596996088302632
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630244,-1.7540553575598588
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630244,-1.9043882072385792
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630244,-0.4958291995658884
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630244,-0.8792584171486604
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543571,0.4652436050756372
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543571,-1.545718523014476
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543571,0.7166138710868968
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543571,0.8201192747385933
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543571,-0.4562582278866513
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543571,-1.545718523014476
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543571,-0.8970210623402469
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543571,-1.0176759510870952
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543571,-1.545718523014476
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543571,-0.6776773166446445
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787335,0.09763219948725
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787335,-0.9202655002653904
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787335,1.4950849737239262
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787335,-0.9202655002653904
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787335,0.2478138273196043
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787335,-0.4749352566236106
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787335,-0.9202655002653904
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787335,-0.1857001499284314
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787335,-0.3547667781805904
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787335,-0.9202655002653904
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137950,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137950,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137950,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137950,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137950,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137950,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137950,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137950,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137950,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137950,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137993,-0.5773502691896257
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137993,-0.5773502691896257
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137993,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137993,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29137993,1.1547005383792517
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137993,-0.5773502691896257
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137993,-0.5773502691896257
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137993,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137993,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29137993,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604787,1.5850725960287295
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604787,-0.818629899805438
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604787,-0.2439742484789645
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604787,-0.818629899805438
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604787,0.2961614520611109
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604787,-0.2547586708899168
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604787,-0.0396522391184404
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604787,-0.818629899805438
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604787,-0.818629899805438
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604787,-0.4692545370388449
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138219,0.2082855231056144
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138219,-0.9264491909235332
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138219,-0.9264491909235332
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138219,1.4884990466256818
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138219,0.15611381211577
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138219,-0.9264491909235332
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138219,-0.9264491909235332
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138219,-0.9264491909235332
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138219,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138219,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048884,0.5297532113275103
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048884,0.6323772635456074
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048884,0.4014731460549
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048884,-1.7656340377634447
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048884,0.2020304168354265
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048884,2.2382349782682844
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048884,-0.6876656617851928
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048884,-2.248195577096168
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048884,-3.3361163080471976
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048884,-0.8938922771855974
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543578,-0.7369776873890752
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543578,1.7443290250342605
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543578,-0.1307493428765555
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543578,-0.3580849720687504
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543578,-0.5185170226998792
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543578,0.13686497136771
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543578,-0.7369776873890752
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543578,-0.3161684243868921
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543578,0.0991993395247446
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543578,-0.7369776873890752
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034420,-1.2257309374158334
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034420,1.0251674550038654
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034420,-0.0422760844770502
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034420,-0.7198122188356189
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034420,0.9626517857246368
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034420,1.0121576789751845
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034420,-1.2632404250515716
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034420,-1.83336052316976
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034420,-1.4307868796141645
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034420,-0.3627092534076802
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298054,-0.3887132298721741
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298054,-0.3127309161383413
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298054,-1.2608707032206108
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298054,1.324644458589985
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142298054,0.6376703906411403
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298054,-0.3119261304743058
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298054,-0.0618285644982647
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298054,-0.2861444969633366
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298054,-0.7459962896474658
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142298054,-0.3181297237694146
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035066,-0.5157955853225734
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035066,0.6680168716713124
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035066,-1.5108468075000454
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035066,0.881943760461294
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035066,0.4766817606900113
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035066,2.61175409297069
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035066,-0.7990757453164467
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035066,-0.6164006385363546
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035066,1.1360579507232451
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035066,-0.3859560311619599
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889461,1.3531286534173697
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889461,0.2732396590813036
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889461,-0.0528485981491676
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889461,-0.1334575473837879
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889461,-1.4400621669657188
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889461,1.7000897826991908
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889461,-0.9696674372788484
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889461,-2.490106492293428
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889461,-1.493834808369647
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889461,-0.8344104694708765
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468519,-0.6284861938876984
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468519,1.6629855926762993
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468519,0.2224729889867959
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468519,-0.6284861938876984
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468519,-0.6284861938876984
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468519,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468519,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468519,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468519,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468519,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048876,1.2450953234919713
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048876,0.1658477894175907
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048876,0.5182527605851441
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048876,-0.5820094743265063
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048876,-1.347186399168201
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048876,-0.7980845929148505
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048876,-3.0064616065294083
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048876,-2.678970064916508
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048876,-2.8875416831208125
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048876,-0.2759140943452087
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048888,-0.2194196340843795
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048888,-0.3426790661516042
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048888,-1.3206981477965976
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048888,0.5428256585608034
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048888,1.339971189471777
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048888,-0.403241098592897
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048888,-2.344694271719584
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048888,-3.103700722426798
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048888,-2.9392876204540883
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048888,0.0358345384176536
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093419,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093419,1.1607899155948318
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093419,-0.8347808329171333
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093419,-0.8347808329171333
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093419,0.5087717502394349
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093419,-0.0282500103387442
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093419,-0.6676640707264764
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093419,-0.8347808329171333
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093419,-0.4260494747881772
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093419,-0.0797000091558496
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596858,-0.852531158652535
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596858,0.9344553079541322
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596858,-1.289676992706283
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596858,0.5431158667717685
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596858,0.6646369766329159
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596858,4.537761302679294
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596858,1.2746914989726474
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596858,1.114206473739286
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596858,-0.6598397305747293
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596858,0.9230366589027488
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051716,-0.4140869646099571
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051716,0.9513641093820716
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051716,0.5020490123847036
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051716,-1.551962859603314
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051716,0.5126367024464961
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051716,-1.052546007935407
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051716,-1.0164918501946754
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051716,-1.551962859603314
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051716,0.0953498344411241
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051716,-1.3389137558598774
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769982,1.0514784578528849
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769982,-0.72995198726977
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769982,-0.72995198726977
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769982,-0.72995198726977
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769982,1.1383775039564248
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769982,-0.1625334010455174
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769982,-0.72995198726977
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769982,-0.72995198726977
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769982,-0.72995198726977
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769982,-0.0206787544894544
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787205,0.2092434876593464
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787205,0.8788226481692414
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787205,-1.0880661358285877
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787205,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787205,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787205,-1.0880661358285877
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787205,-1.0880661358285877
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787205,-1.0880661358285877
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787205,-1.0880661358285877
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787205,-1.0880661358285877
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769966,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769966,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769966,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769966,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769966,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769966,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769966,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769966,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769966,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769966,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652787,-1.4825898195241694
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652787,-0.557106534810149
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652787,0.4886561659677865
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652787,0.6175453265576433
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652787,0.9334948618088889
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652787,1.2475858703821876
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652787,0.3375273070800694
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652787,-1.075708196587306
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652787,0.710322381203827
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652787,0.3662876228503382
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630233,0.9042512624914952
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630233,0.3484736134726159
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630233,-0.0307798392516623
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630233,-1.6864662561618946
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630233,0.4645212194494458
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630233,-1.2183951113976352
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630233,-2.1798827380225614
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630233,-1.220325809443067
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630233,-1.5671501269685555
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630233,-0.7471474721752934
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035047,1.48375973402276
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035047,0.3638449013654899
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035047,-0.5593072031295112
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035047,-0.1325853012000666
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37035047,-1.1557121310586715
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035047,-0.2784420917210123
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035047,-0.1975740523805241
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035047,-0.8081228073589318
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035047,-1.145268440114177
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37035047,0.7769755969168974
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889470,-0.0731035483411153
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889470,-1.158255855519407
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889470,1.6046888325895063
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889470,-0.2514164083960687
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13:32889470,-0.1219130203329167
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889470,0.2722867288202771
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889470,-0.3865209705974611
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889470,-0.9973416539384596
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889470,-1.1661321942449898
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr13:32889470,-0.4589174002278711
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941051,-0.244908123738312
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941051,1.7035921851039886
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941051,-0.6087021568979591
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941051,-0.816169136061949
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941051,-0.0338127684057677
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941051,-0.7916166112115405
